"","country_territory_area","date_start","npi_label","stage_label"
"9788","Georgia","13/04/2020","8.3_Other measures__Financial packages","new"
"9789","Georgia","21/04/2020","8.3_Other measures__Financial packages","new"
"9790","Georgia","24/04/2020","8.3_Other measures__Financial packages","new"
"9791","Georgia","24/04/2020","8.3_Other measures__Financial packages","new"
"9792","Georgia","24/04/2020","8.3_Other measures__Financial packages","new"
"9793","Georgia","24/04/2020","8.3_Other measures__Financial packages","phase-out/finish"
"9794","Georgia","24/04/2020","8.3_Other measures__Financial packages","new"
"9795","Georgia","24/04/2020","8.3_Other measures__Financial packages","new"
"9796","Georgia","20/05/2020","8.3_Other measures__Financial packages","new"
"9797","Georgia","21/05/2020","8.3_Other measures__Financial packages","new"
"9798","Georgia","22/05/2020","8.3_Other measures__Financial packages","new"
"9799","Georgia","23/05/2020","8.3_Other measures__Financial packages","phase-out/finish"
"9800","Georgia","01/06/2020","8.3_Other measures__Financial packages","new"
"9801","Georgia","01/06/2020","8.3_Other measures__Financial packages","new"
"9802","Georgia","09/06/2020","8.3_Other measures__Financial packages","new"
"9803","Georgia","15/06/2020","8.3_Other measures__Financial packages","new"
"9804","Georgia","24/06/2020","8.3_Other measures__Financial packages","new"
"9805","Georgia","24/06/2020","8.3_Other measures__Financial packages","new"
"9806","Georgia","24/06/2020","8.3_Other measures__Financial packages","new"
"9807","Georgia","09/07/2020","8.3_Other measures__Financial packages","new"
"9808","Georgia","10/07/2020","8.3_Other measures__Financial packages","new"
"9809","Georgia","10/07/2020","8.3_Other measures__Financial packages","new"
"9810","Georgia","14/07/2020","8.3_Other measures__Financial packages","new"
"9811","Georgia","16/07/2020","8.3_Other measures__Financial packages","new"
"9812","Georgia","31/03/2020","8.2_Other measures__Scaling up","new"
"9813","Georgia","31/03/2020","8.2_Other measures__Scaling up","new"
"9814","Georgia","13/04/2020","8.2_Other measures__Scaling up","new"
"9815","Georgia","29/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9816","Georgia","02/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9817","Georgia","09/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9818","Georgia","14/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9819","Georgia","22/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9820","Georgia","22/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9821","Georgia","26/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"9822","Georgia","02/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9823","Georgia","05/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9824","Georgia","25/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9825","Georgia","29/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9826","Georgia","05/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9827","Georgia","27/02/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"9828","Germany","06/02/2020","8.3_Other measures__Financial packages","new"
"9829","Germany","15/03/2020","8.3_Other measures__Financial packages","new"
"9830","Germany","16/03/2020","8.3_Other measures__Financial packages","new"
"9831","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9832","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9833","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9834","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9835","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9836","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9837","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9838","Germany","23/03/2020","8.3_Other measures__Financial packages","new"
"9839","Germany","25/03/2020","8.3_Other measures__Financial packages","new"
"9840","Germany","27/03/2020","8.3_Other measures__Financial packages","new"
"9841","Germany","27/03/2020","8.3_Other measures__Financial packages","new"
"9842","Germany","30/03/2020","8.3_Other measures__Financial packages","new"
"9843","Germany","30/03/2020","8.3_Other measures__Financial packages","new"
"9844","Germany","01/04/2020","8.3_Other measures__Financial packages","new"
"9845","Germany","01/04/2020","8.3_Other measures__Financial packages","new"
"9846","Germany","01/04/2020","8.3_Other measures__Financial packages","new"
"9847","Germany","02/04/2020","8.3_Other measures__Financial packages","new"
"9848","Germany","03/04/2020","8.3_Other measures__Financial packages","new"
"9849","Germany","08/04/2020","8.3_Other measures__Financial packages","new"
"9850","Germany","09/04/2020","8.3_Other measures__Financial packages","new"
"9851","Germany","15/04/2020","8.3_Other measures__Financial packages","modification/extension"
"9852","Germany","15/04/2020","8.3_Other measures__Financial packages","new"
"9853","Germany","16/04/2020","8.3_Other measures__Financial packages","new"
"9854","Germany","18/04/2020","8.3_Other measures__Financial packages","new"
"9855","Germany","22/04/2020","8.3_Other measures__Financial packages","new"
"9856","Germany","22/04/2020","8.3_Other measures__Financial packages","new"
"9857","Germany","22/04/2020","8.3_Other measures__Financial packages","new"
"9858","Germany","22/04/2020","8.3_Other measures__Financial packages","new"
"9859","Germany","23/04/2020","8.3_Other measures__Financial packages","new"
"9860","Germany","27/04/2020","8.3_Other measures__Financial packages","new"
"9861","Germany","29/04/2020","8.3_Other measures__Financial packages","new"
"9862","Germany","29/04/2020","8.3_Other measures__Financial packages","modification/extension"
"9863","Germany","29/04/2020","8.3_Other measures__Financial packages","new"
"9864","Germany","29/04/2020","8.3_Other measures__Financial packages","new"
"9865","Germany","30/04/2020","8.3_Other measures__Financial packages","new"
"9866","Germany","04/05/2020","8.3_Other measures__Financial packages","new"
"9867","Germany","04/05/2020","8.3_Other measures__Financial packages","new"
"9868","Germany","04/05/2020","8.3_Other measures__Financial packages","new"
"9869","Germany","11/05/2020","8.3_Other measures__Financial packages","new"
"9870","Germany","14/05/2020","8.3_Other measures__Financial packages","new"
"9871","Germany","14/05/2020","8.3_Other measures__Financial packages","new"
"9872","Germany","14/05/2020","8.3_Other measures__Financial packages","new"
"9873","Germany","15/05/2020","8.3_Other measures__Financial packages","new"
"9874","Germany","19/05/2020","8.3_Other measures__Financial packages","new"
"9875","Germany","20/05/2020","8.3_Other measures__Financial packages","new"
"9876","Germany","22/05/2020","8.3_Other measures__Financial packages","new"
"9877","Germany","01/06/2020","8.3_Other measures__Financial packages","new"
"9878","Germany","03/06/2020","8.3_Other measures__Financial packages","new"
"9879","Germany","03/06/2020","8.3_Other measures__Financial packages","new"
"9880","Germany","03/06/2020","8.3_Other measures__Financial packages","new"
"9881","Germany","03/06/2020","8.3_Other measures__Financial packages","new"
"9882","Germany","03/06/2020","8.3_Other measures__Financial packages","new"
"9883","Germany","03/06/2020","8.3_Other measures__Financial packages","new"
"9884","Germany","03/06/2020","8.3_Other measures__Financial packages","new"
"9885","Germany","12/06/2020","8.3_Other measures__Financial packages","new"
"9886","Germany","25/06/2020","8.3_Other measures__Financial packages","new"
"9887","Germany","29/06/2020","8.3_Other measures__Financial packages","new"
"9888","Germany","30/06/2020","8.3_Other measures__Financial packages","new"
"9889","Germany","01/07/2020","8.3_Other measures__Financial packages","new"
"9890","Germany","03/07/2020","8.3_Other measures__Financial packages","new"
"9891","Germany","08/07/2020","8.3_Other measures__Financial packages","new"
"9892","Germany","13/07/2020","8.3_Other measures__Financial packages","new"
"9893","Germany","22/04/2020","8.5_Other measures__Other","new"
"9894","Germany","","8.5_Other measures__Other","new"
"9895","Germany","04/03/2020","8.2_Other measures__Scaling up","new"
"9896","Germany","11/03/2020","8.2_Other measures__Scaling up","new"
"9897","Germany","16/03/2020","8.2_Other measures__Scaling up","new"
"9898","Germany","23/03/2020","8.2_Other measures__Scaling up","modification/extension"
"9899","Germany","03/04/2020","8.2_Other measures__Scaling up","new"
"9900","Germany","06/04/2020","8.2_Other measures__Scaling up","new"
"9901","Germany","09/04/2020","8.2_Other measures__Scaling up","modification/extension"
"9902","Germany","15/04/2020","8.2_Other measures__Scaling up","new"
"9903","Germany","15/04/2020","8.2_Other measures__Scaling up","modification/extension"
"9904","Germany","28/04/2020","8.2_Other measures__Scaling up","phase-out/finish"
"9905","Germany","02/06/2020","8.2_Other measures__Scaling up","phase-out/finish"
"9906","Germany","03/06/2020","8.2_Other measures__Scaling up","new"
"9907","Germany","03/06/2020","8.2_Other measures__Scaling up","new"
"9908","Germany","18/06/2020","8.2_Other measures__Scaling up","new"
"9909","Germany","24/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9910","Germany","25/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9911","Germany","28/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9912","Germany","03/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9913","Germany","12/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9914","Germany","04/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9915","Germany","07/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"9916","Germany","13/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9917","Germany","15/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"9918","Germany","29/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9919","Germany","15/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9920","Germany","30/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9921","Germany","17/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9922","Germany","06/04/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"9923","Germany","30/04/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"9924","Germany","26/03/2020","8.3_Other measures__Financial packages","new"
"9925","Germany","01/04/2020","8.3_Other measures__Financial packages","new"
"9926","Germany","18/05/2020","8.2_Other measures__Scaling up","phase-out/finish"
"9927","Germany","","8.3_Other measures__Financial packages","new"
"9928","Ghana","11/03/2020","8.3_Other measures__Financial packages","new"
"9929","Ghana","28/03/2020","8.3_Other measures__Financial packages","new"
"9930","Ghana","28/03/2020","8.3_Other measures__Financial packages","new"
"9931","Ghana","05/04/2020","8.3_Other measures__Financial packages","new"
"9932","Ghana","05/04/2020","8.3_Other measures__Financial packages","new"
"9933","Ghana","05/04/2020","8.3_Other measures__Financial packages","new"
"9934","Ghana","05/04/2020","8.3_Other measures__Financial packages","new"
"9935","Ghana","05/04/2020","8.3_Other measures__Financial packages","new"
"9936","Ghana","07/04/2020","8.3_Other measures__Financial packages","new"
"9937","Ghana","09/04/2020","8.3_Other measures__Financial packages","new"
"9938","Ghana","10/04/2020","8.3_Other measures__Financial packages","new"
"9939","Ghana","10/04/2020","8.3_Other measures__Financial packages","new"
"9940","Ghana","01/05/2020","8.3_Other measures__Financial packages","new"
"9941","Ghana","08/05/2020","8.3_Other measures__Financial packages","new"
"9942","Ghana","19/05/2020","8.3_Other measures__Financial packages","new"
"9943","Ghana","19/05/2020","8.3_Other measures__Financial packages","new"
"9944","Ghana","22/05/2020","8.3_Other measures__Financial packages","new"
"9945","Ghana","26/05/2020","8.3_Other measures__Financial packages","new"
"9946","Ghana","04/06/2020","8.3_Other measures__Financial packages","new"
"9947","Ghana","26/06/2020","8.3_Other measures__Financial packages","new"
"9948","Ghana","05/04/2020","8.5_Other measures__Other","modification/extension"
"9949","Ghana","17/04/2020","8.5_Other measures__Other","new"
"9950","Ghana","21/03/2020","8.2_Other measures__Scaling up","new"
"9951","Ghana","07/04/2020","8.2_Other measures__Scaling up","new"
"9952","Ghana","17/04/2020","8.2_Other measures__Scaling up","new"
"9953","Ghana","19/04/2020","8.2_Other measures__Scaling up","new"
"9954","Ghana","27/04/2020","8.2_Other measures__Scaling up","new"
"9955","Ghana","06/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9956","Ghana","11/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9957","Ghana","15/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9958","Ghana","17/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9959","Ghana","26/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9960","Ghana","05/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9961","Ghana","25/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9962","Ghana","26/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9963","Ghana","07/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9964","Ghana","01/04/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"9965","Ghana","05/04/2020","8.5_Other measures__Other","new"
"9966","Greece","01/02/2020","8.3_Other measures__Financial packages","new"
"9967","Greece","13/03/2020","8.3_Other measures__Financial packages","new"
"9968","Greece","18/03/2020","8.3_Other measures__Financial packages","new"
"9969","Greece","18/03/2020","8.3_Other measures__Financial packages","new"
"9970","Greece","19/03/2020","8.3_Other measures__Financial packages","new"
"9971","Greece","25/03/2020","8.3_Other measures__Financial packages","new"
"9972","Greece","30/03/2020","8.3_Other measures__Financial packages","new"
"9973","Greece","31/03/2020","8.3_Other measures__Financial packages","new"
"9974","Greece","31/03/2020","8.3_Other measures__Financial packages","new"
"9975","Greece","23/04/2020","8.3_Other measures__Financial packages","new"
"9976","Greece","24/04/2020","8.3_Other measures__Financial packages","new"
"9977","Greece","05/05/2020","8.3_Other measures__Financial packages","new"
"9978","Greece","06/05/2020","8.3_Other measures__Financial packages","new"
"9979","Greece","19/05/2020","8.3_Other measures__Financial packages","new"
"9980","Greece","01/06/2020","8.3_Other measures__Financial packages","new"
"9981","Greece","09/06/2020","8.3_Other measures__Financial packages","new"
"9982","Greece","09/06/2020","8.3_Other measures__Financial packages","new"
"9983","Greece","09/06/2020","8.3_Other measures__Financial packages","new"
"9984","Greece","19/06/2020","8.3_Other measures__Financial packages","new"
"9985","Greece","19/06/2020","8.3_Other measures__Financial packages","new"
"9986","Greece","19/06/2020","8.3_Other measures__Financial packages","new"
"9987","Greece","25/06/2020","8.3_Other measures__Financial packages","new"
"9988","Greece","03/07/2020","8.3_Other measures__Financial packages","new"
"9989","Greece","14/07/2020","8.3_Other measures__Financial packages","new"
"9990","Greece","30/03/2020","8.5_Other measures__Other","new"
"9991","Greece","13/03/2020","8.2_Other measures__Scaling up","new"
"9992","Greece","25/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9993","Greece","01/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9994","Greece","09/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9995","Greece","16/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"9996","Greece","09/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9997","Greece","19/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9998","Greece","01/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"9999","Greece","03/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10000","Greece","","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10001","Greenland","21/03/2020","8.3_Other measures__Financial packages","new"
"10002","Greenland","28/03/2020","8.3_Other measures__Financial packages","new"
"10003","Greenland","23/04/2020","8.3_Other measures__Financial packages","new"
"10004","Greenland","04/07/2020","8.3_Other measures__Financial packages","new"
"10005","Greenland","02/03/2020","8.2_Other measures__Scaling up","new"
"10006","Greenland","13/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10007","Greenland","26/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10008","Grenada","04/03/2020","8.3_Other measures__Financial packages","modification/extension"
"10009","Grenada","22/03/2020","8.3_Other measures__Financial packages","modification/extension"
"10010","Grenada","03/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10011","Grenada","07/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10012","Grenada","23/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10013","Grenada","02/05/2020","8.3_Other measures__Financial packages","new"
"10014","Grenada","12/05/2020","8.3_Other measures__Financial packages","new"
"10015","Grenada","15/05/2020","8.3_Other measures__Financial packages","new"
"10016","Grenada","26/05/2020","8.3_Other measures__Financial packages","new"
"10017","Grenada","05/06/2020","8.3_Other measures__Financial packages","new"
"10018","Grenada","06/07/2020","8.3_Other measures__Financial packages","new"
"10019","Grenada","08/04/2020","8.5_Other measures__Other","modification/extension"
"10020","Grenada","01/03/2020","8.2_Other measures__Scaling up","modification/extension"
"10021","Grenada","04/03/2020","8.2_Other measures__Scaling up","modification/extension"
"10022","Grenada","15/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10023","Guam","28/03/2020","8.3_Other measures__Financial packages","new"
"10024","Guam","17/04/2020","8.3_Other measures__Financial packages","new"
"10025","Guam","05/05/2020","8.3_Other measures__Financial packages","new"
"10026","Guam","22/05/2020","8.3_Other measures__Financial packages","new"
"10027","Guam","23/05/2020","8.3_Other measures__Financial packages","new"
"10028","Guam","28/05/2020","8.3_Other measures__Financial packages","new"
"10029","Guam","01/06/2020","8.3_Other measures__Financial packages","new"
"10030","Guam","03/06/2020","8.3_Other measures__Financial packages","new"
"10031","Guam","03/07/2020","8.3_Other measures__Financial packages","new"
"10032","Guam","07/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10033","Guam","27/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10034","Guam","06/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10035","Guam","03/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10036","Guatemala","21/03/2020","8.3_Other measures__Financial packages","new"
"10037","Guatemala","29/03/2020","8.3_Other measures__Financial packages","new"
"10038","Guatemala","29/03/2020","8.3_Other measures__Financial packages","modification/extension"
"10039","Guatemala","01/04/2020","8.3_Other measures__Financial packages","new"
"10040","Guatemala","08/04/2020","8.3_Other measures__Financial packages","new"
"10041","Guatemala","16/04/2020","8.3_Other measures__Financial packages","new"
"10042","Guatemala","20/04/2020","8.3_Other measures__Financial packages","new"
"10043","Guatemala","21/04/2020","8.3_Other measures__Financial packages","new"
"10044","Guatemala","21/04/2020","8.3_Other measures__Financial packages","new"
"10045","Guatemala","21/04/2020","8.3_Other measures__Financial packages","new"
"10046","Guatemala","08/05/2020","8.3_Other measures__Financial packages","new"
"10047","Guatemala","11/05/2020","8.3_Other measures__Financial packages","new"
"10048","Guatemala","10/06/2020","8.3_Other measures__Financial packages","new"
"10049","Guatemala","19/06/2020","8.3_Other measures__Financial packages","new"
"10050","Guatemala","20/06/2020","8.3_Other measures__Financial packages","new"
"10051","Guatemala","31/03/2020","8.5_Other measures__Other","modification/extension"
"10052","Guatemala","04/05/2020","8.5_Other measures__Other","modification/extension"
"10053","Guatemala","28/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10054","Guatemala","06/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10055","Guatemala","13/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10056","Guatemala","04/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10057","Guatemala","16/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10058","Guatemala","20/04/2020","8.2_Other measures__Scaling up","new"
"10059","Guinea","02/04/2020","8.3_Other measures__Financial packages","new"
"10060","Guinea","06/04/2020","8.3_Other measures__Financial packages","new"
"10061","Guinea","06/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10062","Guinea","08/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10063","Guinea","16/06/2020","8.3_Other measures__Financial packages","phase-out/finish"
"10064","Guinea","02/04/2020","8.2_Other measures__Scaling up","new"
"10065","Guinea","29/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10066","Guinea","29/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10067","Guinea","24/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10068","Guinea","31/03/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"10069","Guinea-Bissau","11/06/2020","8.3_Other measures__Financial packages","new"
"10070","Guinea-Bissau","26/06/2020","8.3_Other measures__Financial packages","new"
"10071","Guinea-Bissau","12/06/2020","8.2_Other measures__Scaling up","new"
"10072","Guinea-Bissau","29/06/2020","8.2_Other measures__Scaling up","new"
"10073","Guinea-Bissau","03/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10074","Guinea-Bissau","24/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10075","Guyana","26/03/2020","8.3_Other measures__Financial packages","new"
"10076","Guyana","01/04/2020","8.3_Other measures__Financial packages","new"
"10077","Guyana","07/04/2020","8.3_Other measures__Financial packages","new"
"10078","Guyana","08/04/2020","8.3_Other measures__Financial packages","new"
"10079","Guyana","09/04/2020","8.3_Other measures__Financial packages","new"
"10080","Guyana","15/05/2020","8.3_Other measures__Financial packages","new"
"10081","Guyana","20/05/2020","8.3_Other measures__Financial packages","new"
"10082","Guyana","15/06/2020","8.3_Other measures__Financial packages","new"
"10083","Guyana","15/06/2020","8.3_Other measures__Financial packages","new"
"10084","Guyana","25/06/2020","8.3_Other measures__Financial packages","new"
"10085","Guyana","02/07/2020","8.3_Other measures__Financial packages","new"
"10086","Guyana","03/07/2020","8.3_Other measures__Financial packages","new"
"10087","Guyana","15/07/2020","8.3_Other measures__Financial packages","new"
"10088","Guyana","19/05/2020","8.5_Other measures__Other","new"
"10089","Guyana","28/02/2020","8.2_Other measures__Scaling up","new"
"10090","Guyana","22/04/2020","8.2_Other measures__Scaling up","new"
"10091","Guyana","14/05/2020","8.2_Other measures__Scaling up","new"
"10092","Guyana","22/05/2020","8.2_Other measures__Scaling up","new"
"10093","Guyana","05/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10094","Guyana","07/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10095","Guyana","11/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10096","Guyana","12/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10097","Guyana","28/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10098","Guyana","03/05/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10099","Guyana","15/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","modification/extension"
"10100","Guyana","15/05/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"10101","Haiti","13/02/2020","8.3_Other measures__Financial packages","new"
"10102","Haiti","21/03/2020","8.3_Other measures__Financial packages","new"
"10103","Haiti","25/03/2020","8.3_Other measures__Financial packages","new"
"10104","Haiti","27/03/2020","8.3_Other measures__Financial packages","new"
"10105","Haiti","01/04/2020","8.3_Other measures__Financial packages","new"
"10106","Haiti","02/04/2020","8.3_Other measures__Financial packages","new"
"10107","Haiti","16/04/2020","8.3_Other measures__Financial packages","new"
"10108","Haiti","17/04/2020","8.3_Other measures__Financial packages","new"
"10109","Haiti","18/04/2020","8.3_Other measures__Financial packages","new"
"10110","Haiti","27/04/2020","8.3_Other measures__Financial packages","new"
"10111","Haiti","20/05/2020","8.3_Other measures__Financial packages","new"
"10112","Haiti","02/06/2020","8.3_Other measures__Financial packages","new"
"10113","Haiti","02/06/2020","8.3_Other measures__Financial packages","new"
"10114","Haiti","23/06/2020","8.3_Other measures__Financial packages","new"
"10115","Haiti","23/06/2020","8.3_Other measures__Financial packages","new"
"10116","Haiti","30/06/2020","8.3_Other measures__Financial packages","new"
"10117","Haiti","16/03/2020","8.2_Other measures__Scaling up","new"
"10118","Haiti","20/04/2020","8.2_Other measures__Scaling up","new"
"10119","Haiti","15/05/2020","8.2_Other measures__Scaling up","new"
"10120","Haiti","03/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10121","Haiti","12/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10122","Haiti","15/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10123","Haiti","16/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10124","Haiti","19/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10125","Haiti","22/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10126","Haiti","22/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10127","Haiti","02/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10128","Haiti","23/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10129","Honduras","27/03/2020","8.3_Other measures__Financial packages","new"
"10130","Honduras","29/03/2020","8.3_Other measures__Financial packages","new"
"10131","Honduras","31/03/2020","8.3_Other measures__Financial packages","new"
"10132","Honduras","03/04/2020","8.3_Other measures__Financial packages","new"
"10133","Honduras","03/04/2020","8.3_Other measures__Financial packages","new"
"10134","Honduras","03/04/2020","8.3_Other measures__Financial packages","new"
"10135","Honduras","10/04/2020","8.3_Other measures__Financial packages","new"
"10136","Honduras","07/05/2020","8.3_Other measures__Financial packages","new"
"10137","Honduras","17/05/2020","8.3_Other measures__Financial packages","new"
"10138","Honduras","29/05/2020","8.3_Other measures__Financial packages","new"
"10139","Honduras","02/06/2020","8.3_Other measures__Financial packages","new"
"10140","Honduras","18/06/2020","8.3_Other measures__Financial packages","new"
"10141","Honduras","12/07/2020","8.3_Other measures__Financial packages","phase-out/finish"
"10142","Honduras","14/07/2020","8.3_Other measures__Financial packages","new"
"10143","Honduras","14/07/2020","8.3_Other measures__Financial packages","new"
"10144","Honduras","13/03/2020","8.2_Other measures__Scaling up","new"
"10145","Honduras","20/04/2020","8.2_Other measures__Scaling up","new"
"10146","Honduras","05/05/2020","8.2_Other measures__Scaling up","new"
"10147","Honduras","18/05/2020","8.2_Other measures__Scaling up","new"
"10148","Honduras","10/07/2020","8.2_Other measures__Scaling up","new"
"10149","Honduras","01/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10150","Honduras","14/07/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10151","Honduras","12/06/2020","8.2_Other measures__Scaling up","new"
"10152","Hungary","11/03/2020","8.3_Other measures__Financial packages","new"
"10153","Hungary","18/03/2020","8.3_Other measures__Financial packages","new"
"10154","Hungary","18/03/2020","8.3_Other measures__Financial packages","new"
"10155","Hungary","19/03/2020","8.3_Other measures__Financial packages","new"
"10156","Hungary","20/03/2020","8.3_Other measures__Financial packages","modification/extension"
"10157","Hungary","20/03/2020","8.3_Other measures__Financial packages","new"
"10158","Hungary","20/03/2020","8.3_Other measures__Financial packages","new"
"10159","Hungary","24/03/2020","8.3_Other measures__Financial packages","new"
"10160","Hungary","26/03/2020","8.3_Other measures__Financial packages","new"
"10161","Hungary","26/03/2020","8.3_Other measures__Financial packages","new"
"10162","Hungary","27/03/2020","8.3_Other measures__Financial packages","new"
"10163","Hungary","03/04/2020","8.3_Other measures__Financial packages","new"
"10164","Hungary","04/04/2020","8.3_Other measures__Financial packages","new"
